,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price
11236,"Balcony,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,164.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2500000.0
11237,"Balcony,Central A/C & heating,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,155.0,0,3,Nasr City,Not in Compound,1200000.0
11238,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,112.0,0,2,Shorouk City,Not in Compound,1050000.0
11240,No,3,1,100.0,0,5,New Cairo - El Tagamoa,Not in Compound,1200000.0
11241,"Balcony,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,274.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,2750000.0
11242,"Security,Water Meter,Elevator",3,2,131.0,0,4,Madinaty,Madinaty,1550000.0
11243,"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,135.0,0,1,Helmeyat El Zaytoun,Not in Compound,720000.0
11244,"Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,160.0,0,9,Waili,Not in Compound,650000.0
11245,No,2,1,70.0,0,5,New Cairo - El Tagamoa,Not in Compound,500000.0
11246,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,2,15 May City,Not in Compound,650000.0
11247,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,96.0,0,1,Nasr City,Not in Compound,630000.0
11248,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,82.0,0,3,Madinaty,Madinaty,1000000.0
11249,"Balcony,Pets Allowed,Security,Electricity Meter,Elevator",3,3,175.0,0,3,Madinaty,Madinaty,2250000.0
11251,"Balcony,Security,Pets Allowed,Water Meter,Elevator",2,2,96.0,0,4,Madinaty,Madinaty,880000.0
11252,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165.0,0,4,Nasr City,Not in Compound,1070000.0
11253,"Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,135.0,0,7,Ain Shams,Not in Compound,300000.0
11254,"Balcony,Security,Elevator",2,2,96.0,0,5,Madinaty,Not in Compound,1000000.0
11255,"Balcony,Built in Kitchen Appliances,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200.0,0,4,Maadi,Not in Compound,1580000.0
11256,Balcony,2,1,95.0,0,10,Helmeyat El Zaytoun,Not in Compound,500000.0
11257,No,3,3,152.0,0,0,New Cairo - El Tagamoa,Eastown,2800000.0
11258,"Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,145.0,0,8,Nasr City,Not in Compound,900000.0
11259,Balcony,3,2,133.0,0,2,Madinaty,Madinaty,1550000.0
11261,"Balcony,Security,Water Meter,Natural Gas,Landline,Elevator",2,2,141.0,0,3,New Cairo - El Tagamoa,Mountain View Hyde Park,1550000.0
11262,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,135.0,0,1,Madinaty,Madinaty,1600000.0
11263,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Landline,Elevator",2,1,78.0,0,0,Madinaty,Madinaty,1150000.0
11264,No,2,1,75.0,0,4,Ezbet El Nakhl,Not in Compound,220000.0
11265,No,3,1,100.0,0,4,Nasr City,Not in Compound,600000.0
11267,No,3,3,250.0,0,6,Nasr City,Not in Compound,1600000.0
11268,"Balcony,Security,Covered Parking,Private Garden,Pets Allowed",3,2,106.0,0,0,Madinaty,Not in Compound,1550000.0
11272,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas",2,1,90.0,0,0,Rehab City,Rehab City,1050000.0
11273,No,3,2,180.0,0,0,Sheraton,Not in Compound,1650000.0
11275,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135.0,0,3,Madinaty,Not in Compound,1550000.0
11276,"Electricity Meter,Water Meter",2,1,65.0,0,1,Shorouk City,Not in Compound,600000.0
11277,"Balcony,Built in Kitchen Appliances,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,180.0,0,2,Maadi,Not in Compound,1650000.0
11278,"Covered Parking,Pets Allowed,Security,Water Meter,Natural Gas,Landline,Elevator",3,2,175.0,0,8,Maadi,Not in Compound,1750000.0
11279,"Balcony,Built in Kitchen Appliances,Covered Parking,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,160.0,0,2,Maadi,Not in Compound,1700000.0
11280,"Built in Kitchen Appliances,Central A/C & heating,Electricity Meter,Natural Gas,Elevator",3,1,120.0,0,4,Maadi,Not in Compound,750000.0
11281,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,220.0,0,7,Maadi,Not in Compound,950000.0
11282,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,64.0,0,2,New Cairo - El Tagamoa,Not in Compound,445000.0
11283,"Security,Elevator",3,2,135.0,0,6,Madinaty,Not in Compound,1650000.0
11284,"Covered Parking,Pets Allowed,Private Garden",3,2,120.0,0,0,Nasr City,Not in Compound,2450000.0
11286,"Balcony,Pets Allowed,Private Garden,Security",3,3,190.0,0,0,New Cairo - El Tagamoa,Eastown,3500000.0
11287,"Balcony,Private Garden,Pets Allowed,Landline",2,1,145.0,0,0,Obour City,Not in Compound,750000.0
11289,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,230.0,0,2,Mokattam,Not in Compound,1500000.0
11290,"Balcony,Central A/C & heating,Security,Covered Parking,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline",2,3,160.0,0,5,Rehab City,Eastown,2500000.0
11291,"Balcony,Security,Electricity Meter,Water Meter",3,1,90.0,0,0,Madinaty,Madinaty,1000000.0
11292,No,2,2,130.0,0,4,New Cairo - El Tagamoa,The Square,1300000.0
11293,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135.0,0,3,New Cairo - El Tagamoa,Not in Compound,1100000.0
11294,No,3,1,130.0,0,8,Nasr City,Not in Compound,620000.0
11295,No,2,3,180.0,0,0,New Cairo - El Tagamoa,Not in Compound,2250000.0
11296,Private Garden,3,2,123.0,0,0,Madinaty,Not in Compound,1550000.0
11298,No,2,1,175.0,1,5,Heliopolis,Not in Compound,2500000.0
11299,"Balcony,Electricity Meter,Water Meter,Natural Gas",3,1,125.0,0,5,Ezbet El Nakhl,Not in Compound,340000.0
11301,No,3,2,140.0,0,2,Mokattam,Not in Compound,875000.0
11302,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,153.0,0,1,New Cairo - El Tagamoa,Not in Compound,1400000.0
11303,"Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,140.0,1,10,Zamalek,Not in Compound,2000000.0
11304,No,2,2,141.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,1600000.0
11306,"Balcony,Pets Allowed,Security,Elevator",2,2,96.0,0,4,Madinaty,Madinaty,1025000.0
11307,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,136.0,0,5,Madinaty,Madinaty,1750000.0
11309,"Balcony,Built in Kitchen Appliances,Security,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,245.0,0,6,Madinaty,Madinaty,3200000.0
11310,"Private Garden,Pets Allowed,Electricity Meter",2,1,115.0,0,0,Shorouk City,Not in Compound,490000.0
11311,"Security,Pool,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,108.0,0,3,Nasr City,Not in Compound,1009.0
11312,"Balcony,Electricity Meter,Elevator",3,3,195.0,0,10,Maadi,Not in Compound,800000.0
11314,"Balcony,Central A/C & heating,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90.0,0,1,New Cairo - El Tagamoa,Rehab City,1280000.0
11315,"Balcony,Security,Electricity Meter,Water Meter",2,2,200.0,0,3,Obour City,Not in Compound,450000.0
11317,No,3,1,124.0,0,4,Downtown Cairo,Not in Compound,1100000.0
11318,"Balcony,Built in Kitchen Appliances,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Landline,Elevator",3,1,106.0,1,0,Madinaty,Madinaty,1550000.0
11319,Pets Allowed,3,2,116.0,0,3,Madinaty,Not in Compound,1250000.0
11320,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,170.0,0,6,Maadi,Not in Compound,1750000.0
11321,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,175.0,0,6,Madinaty,Not in Compound,2200000.0
11323,"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,190.0,0,0,New Cairo - El Tagamoa,Eastown,3500000.0
11324,"Balcony,Security,Built in Kitchen Appliances,Pets Allowed,Water Meter,Natural Gas,Landline,Elevator",3,2,175.0,0,3,Helmeyat El Zaytoun,Not in Compound,1100000.0
11327,"Balcony,Private Garden",3,1,115.0,0,2,New Cairo - El Tagamoa,Not in Compound,135000.0
11328,"Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,155.0,0,2,New Cairo - El Tagamoa,Not in Compound,1500000.0
11329,No,3,2,116.0,0,1,Madinaty,Not in Compound,1265000.0
11330,"Balcony,Electricity Meter",2,1,70.0,0,3,Nasr City,Not in Compound,400000.0
11331,"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,127.0,0,0,New Cairo - El Tagamoa,Eastown,2650000.0
11332,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135.0,0,5,Madinaty,Not in Compound,1730000.0
11333,Balcony,2,1,114.0,0,2,Katameya,Not in Compound,700000.0
11334,"Balcony,Covered Parking,Private Garden,Electricity Meter",2,2,167.0,0,0,Shorouk City,Not in Compound,1100000.0
11335,No,3,2,160.0,0,2,Obour City,Not in Compound,720000.0
11337,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,175.0,0,3,Helmeyat El Zaytoun,Not in Compound,850000.0
11339,"Balcony,Pets Allowed,Private Garden,Security",2,3,154.0,0,0,New Cairo - El Tagamoa,Eastown,2800000.0
11340,Balcony,2,2,90.0,0,0,Madinaty,Madinaty,1500000.0
11341,"Balcony,Covered Parking,Pets Allowed,Security,Water Meter,Elevator",2,2,96.0,0,3,Madinaty,Madinaty,1100000.0
11342,"Balcony,Central A/C & heating,Security,Covered Parking,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline",2,3,160.0,0,5,Rehab City,Eastown,2500000.0
11344,No,2,1,99.0,0,4,Rehab City,Not in Compound,1465000.0
11345,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,70.0,0,0,Heliopolis,Not in Compound,420000.0
11346,"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,1,140.0,0,2,Nasr City,Not in Compound,1100000.0
11348,No,3,1,106.0,0,0,Obour City,Not in Compound,60000.0
11350,"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,64.0,0,5,New Cairo - El Tagamoa,Not in Compound,420000.0
11351,Balcony,2,2,120.0,0,0,Obour City,Not in Compound,600000.0
11352,No,3,2,124.0,0,3,Madinaty,Madinaty,1600000.0
11353,"Electricity Meter,Water Meter,Natural Gas",2,1,80.0,0,2,Badr City,Not in Compound,280000.0
11355,"Balcony,Security,Elevator,Natural Gas",2,2,130.0,0,7,Nasr City,Not in Compound,1300000.0
11356,"Balcony,Elevator",3,2,158.0,0,0,Madinaty,Madinaty,2300000.0
11357,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,92.0,0,1,Ain Shams,Not in Compound,225000.0
11358,"Balcony,Central A/C & heating,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,230.0,1,3,Maadi,Not in Compound,2400000.0
11359,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,133.0,0,3,Rehab City,Rehab City,1650000.0
11360,"Balcony,Covered Parking,Electricity Meter",3,3,200.0,0,1,New Cairo - El Tagamoa,Not in Compound,1300000.0
11362,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,102.0,0,1,Obour City,Not in Compound,750000.0
11363,"Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,143.0,1,2,Madinaty,Madinaty,1700000.0
11364,No,3,2,160.0,0,5,Zahraa Al Maadi,Not in Compound,550000.0
11365,"Electricity Meter,Water Meter",2,1,100.0,0,3,Maadi,Not in Compound,530000.0
11366,"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,137.0,0,4,New Cairo - El Tagamoa,The Square,1300000.0
11367,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,145.0,0,7,Nasr City,Not in Compound,1000000.0
11371,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,224.0,0,1,Rehab City,Rehab City,3150000.0
11372,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,97.0,0,1,Downtown Cairo,Not in Compound,550000.0
11373,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,7,Gesr Al Suez,Not in Compound,400000.0
11374,"Balcony,Electricity Meter",2,1,70.0,0,5,New Cairo - El Tagamoa,Not in Compound,410000.0
11375,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Elevator",3,3,211.0,0,6,Madinaty,Madinaty,2600000.0
11378,"Balcony,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,162.0,0,2,New Cairo - El Tagamoa,Eastown,2400000.0
11379,"Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,195.0,0,1,Zahraa Al Maadi,Not in Compound,1700000.0
11380,"Electricity Meter,Water Meter,Landline,Elevator",2,1,100.0,0,5,Mokattam,Not in Compound,650000.0
11381,"Electricity Meter,Water Meter,Natural Gas",2,1,70.0,0,0,Ezbet El Nakhl,Not in Compound,200000.0
11382,"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211.0,0,0,Madinaty,Not in Compound,2550000.0
11383,No,2,1,70.0,0,3,New Cairo - El Tagamoa,Not in Compound,430000.0
11384,No,3,1,110.0,1,10,Gesr Al Suez,Not in Compound,700000.0
11385,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,162.0,0,2,Rehab City,Rehab City,2350000.0
11386,"Balcony,Security,Natural Gas,Elevator",2,2,96.0,0,1,New Cairo - El Tagamoa,Madinaty,1775000.0
11387,"Electricity Meter,Natural Gas",2,1,62.0,0,2,Nasr City,Not in Compound,235000.0
11388,Balcony,3,2,200.0,0,3,Badr City,2020 Compound,900000.0
11389,"Private Garden,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,124.0,0,0,Madinaty,Madinaty,1680000.0
11393,"Balcony,Pets Allowed,Elevator",3,3,245.0,0,10,Nasr City,Not in Compound,1900000.0
11394,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,145.0,0,7,Ramses + Ramses Extension,Not in Compound,850000.0
11395,"Balcony,Covered Parking,Private Garden,Security,Natural Gas,Elevator",3,2,130.0,0,0,New Cairo - El Tagamoa,Not in Compound,1200000.0
11396,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,190.0,0,4,Nasr City,Not in Compound,1400000.0
11397,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,260.0,0,4,Heliopolis,Not in Compound,2500000.0
11398,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Electricity Meter,Elevator",3,3,170.0,1,6,Maadi,Not in Compound,2350000.0
11399,"Balcony,Security,Covered Parking,Pets Allowed,Elevator",3,2,116.0,0,1,Madinaty,Madinaty,1260000.0
11400,No,3,2,133.0,0,2,Madinaty,Not in Compound,1200000.0
11401,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,230.0,0,7,Nasr City,Not in Compound,1690000.0
11402,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,250.0,0,6,Nasr City,Not in Compound,2100000.0
11403,"Balcony,Pets Allowed,Security,Elevator",3,2,135.0,0,4,Madinaty,Madinaty,1600000.0
11404,No,2,1,120.0,0,2,Nasr City,Not in Compound,910000.0
11405,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200.0,0,4,Maadi,Not in Compound,1800000.0
11406,"Balcony,Electricity Meter,Water Meter",2,1,95.0,0,2,Shorouk City,Not in Compound,365000.0
11407,"Balcony,Pets Allowed",2,2,150.0,0,3,Obour City,Not in Compound,830.0
11408,No,2,1,86.0,0,5,Nasr City,Not in Compound,565000.0
11409,"Private Garden,Water Meter,Natural Gas,Landline",2,2,180.0,0,0,Heliopolis,Not in Compound,1800000.0
11410,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200.0,0,3,New Cairo - El Tagamoa,Not in Compound,1650000.0
11411,No,3,1,124.0,0,1,Nasr City,Not in Compound,1250000.0
11412,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,110.0,0,1,New Cairo - El Tagamoa,Not in Compound,425000.0
11413,No,2,1,60.0,0,3,Marg,Not in Compound,113000.0
11414,No,2,1,70.0,0,4,Shorouk City,Not in Compound,350000.0
11415,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",2,2,145.0,0,4,New Nozha,Not in Compound,875000.0
11416,"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,210.0,0,5,Helwan,Not in Compound,1260000.0
11417,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,180.0,0,4,Rehab City,Rehab City,2650000.0
11418,No,3,2,81.0,1,5,Helmeyat El Zaytoun,Not in Compound,299999.0
11419,No,2,2,89.0,0,2,Madinaty,Madinaty,1050000.0
11420,"Balcony,Pets Allowed,Security,Electricity Meter,Elevator",3,2,135.0,0,2,Madinaty,Madinaty,1450000.0
11421,No,4,2,150.0,0,1,Al Manial,Not in Compound,1250000.0
11422,"Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,117.0,1,2,Maadi,Not in Compound,850.0
11424,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Landline,Elevator",2,2,96.0,0,5,Madinaty,Madinaty,1300000.0
11425,No,3,3,250.0,0,8,Nasr City,Not in Compound,1550000.0
11426,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,3,140.0,0,4,Madinaty,Madinaty,860000.0
11428,No,2,2,137.0,0,4,New Cairo - El Tagamoa,The Square,1300000.0
11429,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,131.0,0,3,Rehab City,Rehab City,1800000.0
11430,"Balcony,Built in Kitchen Appliances",2,1,130.0,0,3,Al Manial,Not in Compound,1250000.0
11431,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,250.0,1,6,Nasr City,Not in Compound,2400000.0
11432,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Elevator",3,3,177.0,0,0,Madinaty,Madinaty,2550000.0
11433,"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,127.0,0,2,Zahraa Al Maadi,Not in Compound,400000.0
11434,Balcony,3,2,140.0,0,2,Nasr City,Madinaty,1400000.0
11435,"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,113.0,0,0,Heliopolis,Not in Compound,1275000.0
11436,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,145.0,0,10,Heliopolis,Not in Compound,1000000.0
11437,No,3,3,200.0,0,0,New Cairo - El Tagamoa,Not in Compound,1400000.0
11438,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Water Meter,Elevator",3,2,149.0,0,0,Madinaty,Madinaty,1850000.0
11439,No,3,1,115.0,0,4,New Cairo - El Tagamoa,Not in Compound,120000.0
11440,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,185.0,0,1,Heliopolis,Not in Compound,2150000.0
11441,"Private Garden,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,110.0,0,0,Obour City,Not in Compound,850000.0
11442,"Security,Covered Parking,Elevator",3,2,150.0,0,2,New Cairo - El Tagamoa,Not in Compound,900000.0
11443,No,3,2,155.0,0,4,Zahraa Al Maadi,Not in Compound,1300000.0
11445,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,130.0,0,2,Waili,Not in Compound,1300000.0
11447,No,3,1,115.0,0,1,New Cairo - El Tagamoa,Not in Compound,100000.0
11449,"Balcony,Security,Elevator",3,1,135.0,0,2,Madinaty,Madinaty,1250000.0
11450,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Landline,Elevator",3,2,123.0,0,0,Madinaty,Madinaty,1750000.0
11451,"Balcony,Security,Covered Parking,Pets Allowed,Elevator",3,2,176.0,0,2,New Cairo - El Tagamoa,VGK,1850000.0
11452,Balcony,4,2,190.0,0,1,New Cairo - El Tagamoa,Not in Compound,850000.0
11453,No,3,2,167.0,0,1,New Cairo - El Tagamoa,Not in Compound,1700000.0
11454,"Electricity Meter,Water Meter,Natural Gas",2,1,65.0,0,2,Downtown Cairo,Not in Compound,250000.0
11455,No,3,2,170.0,0,3,Shorouk City,Not in Compound,760000.0
