title,price,location,property_type,bedrooms,bathrooms,area
شقق للبيع بكمبوند JAYD-القاهره الجديده,"
          450,000
              EGP  ","Al Riyadh Secon, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,170 sqm
شقة للبيع في البوسكو العاصمة الادارية بمقدم 5%,"
          125,000
              EGP  ","IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,3 ,2 ,182 sqm
امتلك شقة في Swan lake residence بالتقسيط ع8 سنوات,"
          6,903,000
              EGP  ","Swan Lake, The 1st Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,252 sqm
شقة 165م استلام فوري في الشروق بالمنطقة السابعة,"
          850,000
              EGP  ","2nd Neighborhood, 7th Area, Shorouk City, Cairo",Apartment,3 ,2 ,165 sqm
شقة للبيع 280 متر في المربع الذهبي,"
          2,700,000
              EGP  ","Fareek Awal Ali Amer St., 6th Zone, Nasr City, Cairo",Apartment,3 ,3 ,280 sqm
شقة 193م بمقدم 10% و تسهيلات حتى 8 سنين و بخصم 10%,"
          2,858,000
              EGP  ","Scenario, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,193 sqm
القاهره الجديده مدينتي بالمرحله الاولي,"
          1,200,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,107 sqm
شقه 100متر بالعاصمه الاداريه للبيع,"
          1,100,000
              EGP  ","Park Lane, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,100 sqm
شقتك على بعد خطوات من النادي الاهلي في بيت الوطن,"
          1,379,400
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,1 ,3 ,209 sqm
للبيع بمدينتي شقه تقسيط بسعر الكاش فيو وايد جاردن,"
          2,166,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,3 ,200 sqm
شقة 150م للبيع بالعاصمة الإدارية مقدم تقسيط 10س,"
          150,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,150 sqm
شقة للبيع 280 متر في المربع الذهبي,"
          2,700,000
              EGP  ","Fareek Awal Ali Amer St., 6th Zone, Nasr City, Cairo",Apartment,3 ,3 ,280 sqm
شقة 170 متر بكمبوند تاج سيتى خصم 32%,"
          2,300,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,170 sqm
شقة لقطة للبيع كومباوند VGK التجمع الخامس كاش   .,"
          1,900,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,170 sqm
شقة للبيع كاش بمدينتى 90م2 تشطيب خاص بأقل سعر .,"
          980,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,2 ,90 sqm
للبيع بمدينتي شقه تقسيط بسعر الكاش فيو وايد جاردن,"
          2,166,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,3 ,200 sqm
apartment fullyfinished galleria dp 15% inst. 10y,"
          2,526,520
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,125 sqm
Apartment Fully finished Century City  New Cairo .,"
          2,500,500
              EGP  ","Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,173 sqm
Apartment prime Location Taj City Pay Over 10Years,"
          1,689,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,128 sqm
20% downpayment in 8 years installments fifth sett,"
          2,856,500
              EGP  ","Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,197 sqm
Ground floor 140m with garden 84m in installments.,"
          728,000
              EGP  ","6th Area East, Shorouk City, Cairo",Apartment,3 ,2 ,140 sqm
5% down payment and the installments 14 years,"
          1,900,000
              EGP  ","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",Apartment,2 ,2 ,105 sqm
"Apartment for sale in Madinaty wide Garden View,","
          3,250,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,260 sqm
Chalet 128 m2 For Sale at Water way - North Coast,"
          3,700,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,2 ,1 ,128 sqm
Apartment Corner in Mountain View Hyde Park      .,"
          2,650,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,4 ,274 sqm
Prime Location Apartment -156 At Mivida,"
          2,900,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,156 sqm
Apartment- UTC - Alto - 2 BD -3.500.000,"
          3,500,000
              EGP  ","Alto, Uptown Cairo, Mokattam, Cairo",Apartment,2 ,2 ,130 sqm
apartment for sale -156m-with discount 10%,"
          972,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,156 sqm
Fully finished Apartment for sale in Al Burouj,"
          1,648,550
              EGP  ","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",Apartment,2 ,2 ,134 sqm
For sale apartment 239m in mivida -new cairo,"
          5,400,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,5 ,4 ,239 sqm
for sale Apartment very good price and location...,"
          1,900,000
              EGP  ","Ibn Al Nafis St., 6th Zone, Nasr City, Cairo",Apartment,3 ,2 ,250 sqm
شقة ممتازة 135م 3 غرف و 2 حمام بكمبوند 12 عمارة,"
          715,000
              EGP  ","Al Rawdah Resort, Al Hadaba Al Wosta, Mokattam, Cairo",Apartment,3 ,2 ,135 sqm
Studio for sale in Village Gate Palm Hills,"
          1,450,000
              EGP  ","Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",Apartment,1 ,1 ,88 sqm
Eastown parks apartment 154m for sale with install,"
          2,500,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,154 sqm
Apartment 210m in The Square Delivery now        .,"
          1,850,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,210 sqm
شقتك في  كمبوند دي جويا  العاصمة مساحة تبد من 70م,"
          612,500
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,70 sqm
apartment for sale - banfsg and super lux finishes,"
          2,300,000
              EGP  ","Ibrahim Al Mazny St., El Banafseg 10, El Banafseg, New Cairo City, Cairo",Apartment,3 ,2 ,210 sqm
Cornish El Nile F.Finished & Furnished Apartment .,"
          3,600,000
              EGP  ","Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Apartment,5 ,3 ,250 sqm
Un Repeated Deal at SODIC KATAMEYA PLAZA New Cairo,"
          4,200,000
              EGP  ","Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,230 sqm
Apartment For Sale In Boulevard View Central Park,"
          6,038,888
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,216 sqm
Apartment 163m for sale at the squer sabbour 5th.,"
          1,420,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,163 sqm
Attractive Price Apartment 191m For Sale,"
          2,340,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,191 sqm
Apartment for sale in Square with wonderful view,"
          1,540,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,175 sqm
Apartment 158 meters for sale at Tag Sultan,"
          2,400,000
              EGP  ","Tag Sultan, Ring Road, Cairo",Apartment,2 ,2 ,158 sqm
family house for sale 390m in Golden Square PH,"
          560,000
              EGP  ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,5 ,4 ,390 sqm
Apartment 159m for sale in Vgk Palm hills,"
          1,650,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,159 sqm
Apartment 146 m + Garden for sale at Regent's Park,"
          1,700,000
              EGP  ","Regents Park, Al Andalus District, New Cairo City, Cairo",Apartment,2 ,3 ,146 sqm
Fully finished Apartment in Banafsag building,"
          2,100,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,3 ,2 ,185 sqm
Amazing Apartment for sale at taj Gardens,"
          3,800,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,191 sqm
Apartment for sale 125 m - El Banafseg Buildings,"
          1,200,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,2 ,2 ,125 sqm
Ground floor apartment at Zizinia at New Cairo,"
          2,200,000
              EGP  ","Zizinia St., South Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,240 sqm
Apartment sela of El yasmeen semi Finished 210m,"
          2,250,000
              EGP  ","Tawfik Abdel Gawad St., El Yasmeen 5, El Yasmeen, New Cairo City, Cairo",Apartment,3 ,2 ,210 sqm
Apartment with garden for sale at the village,"
          3,000,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,146 sqm
Apartment 190m for sale in Palm Hills New Cairo,"
          2,500,000
              EGP  ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,190 sqm
apartment for sale at sarayat elmaadi ultra modern,"
          5,500,000
              EGP  ","Sarayat Al Maadi, Hay El Maadi, Cairo",Apartment,4 ,4 ,320 sqm
10% down payment and  instalments over 10 years,"
          1,984,000
              EGP  ","Rivan, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,139 sqm
Eastown parks apartment 2 bd with garden for sale.,"
          2,800,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,149 sqm
fully furnished Apt. in MV Ex. prime location   .,"
          2,500,000
              EGP  ","Mountain View Executive, Al Andalus District, New Cairo City, Cairo",Apartment,2 ,2 ,142 sqm
Apartment on Nozha street prime location,"
          2,250,000
              EGP  ","Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,1 ,180 sqm
for sale apartment 210m in elpatio7 fully finished,"
          4,250,000
              EGP  ","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm
apartment with private garden for sale in zavani,"
          1,317,950
              EGP  ","Zavani, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,1 ,106 sqm
2 Bedrooms + Maid In Eastown Besides AUC,"
          2,500,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,155 sqm
For sale with best price in market in The Village,"
          1,780,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,1 ,1 ,88 sqm
Apartment for sale at Stone Residence New Cairo,"
          2,036,060
              EGP  ","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,140 sqm
Apartment 278 for sale in Mountain view hyde park,"
          2,900,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,278 sqm
Apartment in Sounio  Compound in the capital,"
          1,500,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm
Apartment + Garden corner Fully Finished New Cairo,"
          1,975,000
              EGP  ","Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,128 sqm
NO OVER hot deal regents park apart  garden FINISH,"
          2,181,075
              EGP  ","Regents Park, Al Andalus District, New Cairo City, Cairo",Apartment,1 ,1 ,101 sqm
172m Apartment in Tag Sultan Overlooking Main Park,"
          2,250,000
              EGP  ","Tag Sultan, Ring Road, Cairo",Apartment,3 ,3 ,172 sqm
Very very nice apartment 150m for sale in el maadi,"
          2,200,000
              EGP  ","Sarayat Al Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,150 sqm
Own your Apartment in Al Andalus New Cairo,"
          825,000
              EGP  ","Al Andalus Buildings, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,1 ,150 sqm
Apartment 165 sqm for sale at Water way- New Cairo,"
          4,732,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,165 sqm
Apartment For Sale In MIvida 2 Bedrooms,"
          3,000,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,156 sqm
Apartment for sale in The Icon Residence compound,"
          2,000,000
              EGP  ","The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,180 sqm
Amazing Apartment 175 SQ.M  El-Andalus,"
          1,575,000
              EGP  ","Al Andalus Buildings, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,2 ,175 sqm
Fully finished apartment compound  mivida Emaar..,"
          3,300,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,186 sqm
apartment for sale at The Icon Residence,"
          1,763,437
              EGP  ","The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,165 sqm
شقه 330 متر اكسترا سوبر لوكس مصر الجديده الماظة,"
          4,400,000
              EGP  ","Al Thawra St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,330 sqm
Apartment capital gardens over 200K ready to move,"
          1,424,750
              EGP  ","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,2 ,164 sqm
Finished Apartment minutes from AUC Century City,"
          1,755,000
              EGP  ","Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,136 sqm
apartment 198m for sale in the Water Way Compound,"
          5,544,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,198 sqm
"Apartment 195 meters, receive immediate best view","
          2,650,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,195 sqm
