,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price,title
208,[],3,3,162.0,0,3,Rehab City,Not in Compound,2100000.0,للبيع شقه ١٦٢م رحاب٢ بسعر لقطه بجوار المول...
209,"['Security', 'Covered Parking', 'Pets Allowed']",3,1,135.0,0,1,New Cairo - El Tagamoa,Not in Compound,1100000.0,للبيع شقه نص تشطيب خلف الوتر واي مباشره
210,[],3,2,130.0,0,3,New Cairo - El Tagamoa,Dar Misr,440000.0,منتهي الجمال دار مصر القرنفل استلام فوري 1...
211,"['Security', 'Elevator']",2,1,140.0,0,7,Gesr Al Suez,Not in Compound,270000.0,شقه نص تشتطيب بجسر السويس
212,[],3,1,96.0,0,2,Nasr City,Not in Compound,560000.0,شقه للبيع فى مدينه نصر
213,['Elevator'],4,2,250.0,1,1,Nasr City,Not in Compound,1900000.0,شقة للبيع 250م بمدينة نصرالمنطقة السادسة
214,[],3,2,211.0,0,3,Obour City,Not in Compound,900000.0,شقه للبيع بالحي الثالث بجوار الطريق الرئيس...
215,"['Security', 'Elevator']",3,1,135.0,1,3,Nasr City,Not in Compound,900000.0,شقة فى نادى السكة تطل على نادى المقولين ال...
216,[],3,1,100.0,0,6,Ain Shams,Not in Compound,250000.0,شقه للبيع علي الشارع الرئيسي
217,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,2,96.0,0,5,Madinaty,Madinaty,1150000.0,شقة بموقع وفيو تحفة جدا بمدينتى مجموعة 71 ...
218,[],3,1,90.0,0,4,Matareya,Not in Compound,250000.0,ام عبدالرحمن
219,[],3,2,150.0,0,1,Nasr City,Not in Compound,1300000.0,شقة ١٥٠متر بالمنطقة الذهبية مدينة نصر / مج...
220,"['Security', 'Covered Parking', 'Elevator']",3,3,139.0,0,4,Rehab City,Not in Compound,2100000.0,للبيع بالرحاب 139م اول سكن بحرى بسعر مميز
221,[],3,1,105.0,0,3,New Cairo - El Tagamoa,Not in Compound,500000.0,شقة بالتجمع الثالث للبيع
222,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",4,3,200.0,0,3,Madinaty,Madinaty,2600000.0,للتنازل شقة مدينتى 200 متر B10 طلعت مصطفى ...
223,[],2,1,90.0,0,1,Ain Shams,Not in Compound,300000.0,شقه بالدور الأول للبيع تصلح مكتب او عياده
224,[],2,1,100.0,0,5,Ain Shams,Not in Compound,300000.0,شقه للبيع بالدور الخامس
225,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",4,3,200.0,0,5,Madinaty,Madinaty,2400000.0,بمدينتى 200 متر B11 مجموعة 112 شقة للتنازل...
226,[],2,1,120.0,0,1,New Nozha,Not in Compound,800000.0,شقه دور اول وجهه على طه حسين الرئيسي بالنز...
227,[],2,1,75.0,0,0,New Cairo - El Tagamoa,Not in Compound,230000.0,شقه للبيع
228,['Elevator'],3,2,175.0,1,9,Heliopolis,Not in Compound,1650000.0,شقة ١٧٥ متر للبيع في أرض الجولف مصر الجديد...
229,[],2,1,70.0,0,0,Shorouk City,Not in Compound,260000.0,شقة للبيع فرصة لقطة
230,[],2,1,100.0,0,3,Ain Shams,Not in Compound,275000.0,شقه للبيع
231,"['Security', 'Covered Parking', 'Pets Allowed']",2,1,75.0,0,0,Nasr City,Not in Compound,430000.0,شقة تشطيب سوبر لوكس اول ساكن ٧٥ متر صافي م...
232,"['Security', 'Pets Allowed']",2,2,154.0,0,2,New Cairo - El Tagamoa,Eastown,2270000.0,شقه للبيع في أيست تاون بموقع مميز - سوديك
233,[],2,1,140.0,0,10,Nasr City,Not in Compound,950000.0,شقة للبيع 140 متر فى مدينة نصر قريبة من سو...
234,"['Security', 'Pets Allowed']",3,3,186.0,0,2,New Cairo - El Tagamoa,Eastown,3600000.0,شقه 186 كامله التشطيب بموقع مميز فى ايستاو...
235,['Elevator'],3,2,170.0,0,2,Helmeyat El Zaytoun,Not in Compound,1700000.0,للبيع شقه ناصية ش نصوح مع طومان باي تطل عل...
236,"['Security', 'Covered Parking', 'Pets Allowed']",2,3,127.0,0,1,New Cairo - El Tagamoa,Eastown,1900000.0,Apartment for sale in Eastown New Cairo-شق...
237,[],2,1,120.0,0,3,Maadi,Not in Compound,420000.0,شقه للبيع
238,"['Security', 'Elevator']",3,1,200.0,1,11,Ezbet El Nakhl,VGK,900000.0,شقة هاى سوبر لوكس مساحه ٢٠٠م
239,"['Security', 'Covered Parking', 'Elevator']",3,2,130.0,0,0,New Cairo - El Tagamoa,Not in Compound,1200000.0,تسهيلات دفع من المالك ارضي بجنينة
240,"['Security', 'Pets Allowed']",3,2,123.0,1,2,Rehab City,Not in Compound,2000000.0,للبيع فى مدينه الرحاب 123 متر خلف المطاعم ...
241,['Elevator'],2,1,110.0,0,10,Ain Shams,Not in Compound,480000.0,شقة للتمليك غرفتين وريسبشن سوبرلوكس - شارع...
242,[],3,2,140.0,0,5,New Cairo - El Tagamoa,Not in Compound,800000.0,شقة للبيع في كمباوند التجاريين
243,[],3,2,150.0,0,1,Maadi,Not in Compound,1000250.0,شقه للبيع بالمعادي الجديده
244,[],3,1,120.0,0,2,Sheraton,Not in Compound,1100000.0,للبيع شقه مبوقع متميز في قلب مدينه نصر
245,"['Security', 'Elevator', 'Pets Allowed']",3,3,250.0,0,8,Nasr City,Not in Compound,2100000.0,شقة ٢٥٠م مدينة نصر تشطيب فاخر
246,"['Security', 'Covered Parking', 'Elevator']",3,3,175.0,0,3,Madinaty,Madinaty,2200000.0,بمدينتى شقة للبيع 175م دور متكرر فيو مفتوح...
247,"['Security', 'Elevator']",2,1,120.0,0,8,Hadayek al-Kobba,Not in Compound,580000.0,شقة ١٢٠م٢ الدور الثامن فيو رائع
248,[],3,1,145.0,0,3,Madinaty,Madinaty,1775000.0,شقة للبيع في مدينتي
249,"['Security', 'Elevator']",2,2,145.0,0,10,Heliopolis,Not in Compound,1000000.0,شقه البيع بعمارت العبور صاح سالم
250,[],2,1,110.0,0,0,Heliopolis,Not in Compound,950000.0,شقه ١١٠ متر متفرع من محمد فريد
251,"['Security', 'Pets Allowed']",2,1,117.0,0,0,New Cairo - El Tagamoa,Rehab City,2400000.0,شقه للبيع في الرحاب
252,['Elevator'],3,1,140.0,0,8,Gesr Al Suez,Not in Compound,950000.0,شقه فالنزهه الجديده للبيع
253,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,255.0,1,6,Nasr City,Not in Compound,3250000.0,شقه على حديقه الطفل وشارع احمد فخرى الرئيس...
254,[],2,1,77.0,0,3,Nasr City,Not in Compound,450000.0,شقه ٧٧م للبيع السويسري ب
255,"['Security', 'Elevator']",3,3,180.0,0,4,Rehab City,Not in Compound,2800000.0,فرصه للبيع 180م دور رابع فيو وايد جاردن
256,"['Security', 'Elevator']",3,2,103.0,0,4,Madinaty,Madinaty,1200000.0,مدينتي ١٠٣م بال B6 مج ٦٧ جاردن فيو
257,"['Security', 'Elevator']",3,3,226.0,0,3,Madinaty,Madinaty,1508000.0,شقه للبيع 226 متر في مدينتي b8 فيو وايد جا...
258,['Security'],3,1,140.0,0,2,New Cairo - El Tagamoa,Not in Compound,1100000.0,شقه للبيع إسكان عائلى بجوار السنترال
259,[],3,2,165.0,0,0,Mokattam,Not in Compound,650000.0,شقه للبيع
260,"['Security', 'Covered Parking', 'Elevator']",2,2,117.0,0,3,New Cairo - El Tagamoa,Rehab City,1600000.0,للبيع بالرحاب شقة 117م موقع مميز جدا
261,[],3,2,150.0,0,0,Waili,Not in Compound,850000.0,شقه بحديقه بمدينه الخمائل الشيخ زايد
262,[],2,1,100.0,0,10,Matareya,Not in Compound,275000.0,شقه للبيع شارع حلمي الخارجه المطريه
263,[],3,2,155.0,0,1,New Cairo - El Tagamoa,Not in Compound,1900000.0,للبيع بالرحاب 1 شقه موقع مميز فيو جاردن بس...
264,[],3,3,205.0,0,1,Mokattam,Not in Compound,1300000.0,شقة للبيع نصف تشطيب
265,[],2,1,64.0,0,5,New Cairo - El Tagamoa,Not in Compound,130000.0,شقه في أكتوبر أبناء الجيزه المرحله الثالثه...
266,"['Security', 'Covered Parking', 'Elevator']",3,2,155.0,0,3,Zahraa Al Maadi,Not in Compound,1300000.0,شقه بالمعراج العلوى خلف بنزينة امارات مصر ...
267,"['Security', 'Covered Parking']",3,1,160.0,0,2,Nasr City,Not in Compound,950000.0,شقه لقطه للسكن الراقي بمدينه نصر متفرعات ع...
268,"['Security', 'Pets Allowed']",3,3,166.0,0,1,Rehab City,Rehab City,2150000.0,للبيع بالرحاب166م دور اول بالمرحلة الرابعة...
269,"['Covered Parking', 'Pets Allowed']",3,3,220.0,0,1,Shorouk City,Not in Compound,1200000.0,شقه مميزة ٢٢٠م داخل فيلا بمدينه الشروق ع ا...
270,[],2,1,100.0,0,2,15 May City,Not in Compound,560000.0,شقه مميزه للبيع
271,[],2,2,135.0,0,10,Heliopolis,Not in Compound,1350000.0,شقه 135م بمدينة المروه القديمه بجوار كلية ...
272,"['Security', 'Pets Allowed']",2,1,90.0,0,4,New Cairo - El Tagamoa,Madinaty,1100000.0,شقه فى b6 فى مدنتى للبيع
273,"['Security', 'Covered Parking', 'Elevator']",3,2,160.0,0,6,Heliopolis,Not in Compound,2000000.0,شقة للبيع شارع الخليفة المأمون
274,[],2,2,135.0,0,2,Shorouk City,Not in Compound,1250000.0,شقه للبيع بكمبوند وادى الربيع
275,[],3,1,145.0,0,3,Shorouk City,Madinaty,1780000.0,شقه بمدينتى
276,[],2,1,73.0,0,1,Dar al-Salaam,Not in Compound,135000.0,شقه للبيع بدار السلام
277,['Security'],2,1,85.0,0,2,Heliopolis,Not in Compound,450000.0,شقة إيجار قانون قديم
278,[],2,2,96.0,0,0,Madinaty,Madinaty,1375000.0,لقطه شقه بمدينتى ارضى 96م بحديقه 45م للبيع...
279,"['Security', 'Elevator']",3,2,133.0,0,4,Madinaty,Madinaty,1750000.0,تملك 131 متر تشطيبات خاصة وفيو جميل (مدينت...
280,[],2,2,96.0,0,4,Madinaty,Not in Compound,1100000.0,فرصة للبيع بمدينتي 96م سوبر لوكس في b7 دور...
281,"['Security', 'Elevator']",3,2,150.0,0,5,Obour City,Not in Compound,750000.0,شقة ١٥٠ م تشطيب سوبر لوكس
282,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,165.0,0,4,New Cairo - El Tagamoa,Not in Compound,1500000.0,ارخص شقة بكمبوند ذا اسكوير صبور استلام فور...
283,"['Security', 'Elevator', 'Pets Allowed']",3,2,130.0,0,2,New Cairo - El Tagamoa,Not in Compound,1190000.0,للبيع فى دار مصر لقرنفل التجمع الخامس
284,[],3,1,140.0,0,4,Helmeyat El Zaytoun,Not in Compound,770000.0,١٤٠ متر طوب احمر
285,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,123.0,0,0,Madinaty,Madinaty,1750000.0,بتشطيبات فندفيه لراغبى التميز شقه بمدينتى ...
286,"['Security', 'Elevator', 'Maids Room', 'Pets Allowed']",3,3,250.0,0,8,Maadi,Not in Compound,1900000.0,للبيع لظروف السفر 250م المعادي موقع مميز م...
287,[],3,2,150.0,0,0,Zahraa Al Maadi,Not in Compound,950000.0,شقة للبيع 150م بالشطر السادس زهراء المعادى...
288,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,134.0,0,5,Madinaty,Madinaty,1300000.0,شقه لقطه لسرعة البيع بمدينتي b6 فيو الميجا...
289,"['Security', 'Covered Parking', 'Elevator']",3,3,113.0,0,4,Shorouk City,Not in Compound,485000.0,روف 113م تراس 87م قانوني فوري ب الشروق
290,['Elevator'],3,1,120.0,1,5,Gesr Al Suez,Not in Compound,490000.0,شقة120م بالعفش شارع العشرين جسر السويس
291,[],2,2,117.0,0,3,Rehab City,Not in Compound,1600000.0,بأميز مراحل الرحاب شقه 117م دور تالت بموقع...
292,[],2,1,125.0,0,10,Salam City,Not in Compound,500000.0,شقه في جمال عبد الناصر جسر السويس
293,[],3,1,115.0,0,4,New Cairo - El Tagamoa,Not in Compound,150000.0,شقة سكن مصر الاندلس مسلسل 1 مرحلة اولي
294,"['Security', 'Pets Allowed']",3,3,158.0,0,0,Madinaty,Madinaty,2350000.0,للبيع في مدينتي شقة نموذج ٣٠٠ ارضي مع حديق...
295,[],3,2,185.0,0,0,New Cairo - El Tagamoa,Not in Compound,2000000.0,شقة 185م بحري للبيع شرق الأكاديمية التجمع ...
296,[],2,2,135.0,0,3,New Cairo - El Tagamoa,Not in Compound,1550000.0,شقة سوبر لوكس بنفسج عمارات التجمع الاول ال...
297,[],3,1,118.0,0,1,New Cairo - El Tagamoa,Not in Compound,550000.0,شقه للبيع بسكن مصر مسلسل 12
298,[],3,2,108.0,0,4,Rehab City,Not in Compound,1650000.0,للبيع بالرحاب شقة 108م بالمرحلة الثانية عل...
299,[],2,1,90.0,0,4,Nasr City,Not in Compound,170000.0,فرصة لا تعوض للشباب والعروسين
300,[],2,2,100.0,0,0,Shubra,Not in Compound,600000.0,شقه في شبرا مصر
301,['Pets Allowed'],3,3,240.0,0,2,New Cairo - El Tagamoa,Not in Compound,2950000.0,شقه 240م متشطبه بالكامل عمارات البنفسج 3 د...
302,"['Security', 'Covered Parking', 'Elevator']",3,2,130.0,0,5,New Cairo - El Tagamoa,Dar Misr,440000.0,شقه للبيع
303,['Elevator'],3,2,145.0,0,8,Helwan,Not in Compound,950000.0,شقه للبيع بافضل موقع بحلوان
304,"['Security', 'Elevator', 'Pets Allowed']",3,2,133.0,0,2,Madinaty,Madinaty,1210000.0,شقة ١٣٣ متر للبيع بمدينتي
305,[],3,1,100.0,0,5,Marg,Not in Compound,300000.0,شقه للبيع
306,[],3,3,200.0,0,2,Madinaty,Not in Compound,2500000.0,شقة للبيع بسعر لقطة بمدينتي بأقل سعر 200م ...
307,[],3,2,220.0,0,6,Nasr City,Not in Compound,1700000.0,شقه للبيع سوبر لوكس 220م 3نوم 2حمام منها م...
308,[],2,1,135.0,0,4,New Cairo - El Tagamoa,Not in Compound,1300000.0,شقه للبيع
309,[],2,2,72.0,0,3,Mokattam,Not in Compound,325000.0,شقه للبيع
310,[],3,1,130.0,0,1,Shorouk City,Not in Compound,580000.0,شقة للبيع بمدينة الشروق 130 متر بالمنطقة ا...
311,[],3,3,211.0,0,4,Rehab City,Not in Compound,3500000.0,تشطيبات الترا سوبر لوكس بالرحــــاب 211م د...
312,"['Security', 'Elevator']",3,3,162.0,0,3,Shorouk City,Rehab City,2100000.0,"شقة 162 بالرحاب للبيع سعرها 2100,000"
313,['Elevator'],3,2,185.0,0,10,Nasr City,Not in Compound,2000000.0,شقة لقطة موقع متميز وحيوى جدا على عباس الع...
314,['Elevator'],3,2,150.0,0,9,Ain Shams,Not in Compound,800000.0,شقة بشارع شاهين
315,[],3,1,140.0,0,3,Ain Shams,Not in Compound,600000.0,شقه ١٤٠ متر تشطيب الترا سوبر لوكس
316,"['Security', 'Pets Allowed']",3,3,190.0,0,0,New Cairo - El Tagamoa,Eastown,3500000.0,ارضي بحديقة للبيع شقة في المرحلة الخامسة ا...
317,"['Security', 'Covered Parking']",2,1,113.0,0,0,Rehab City,Not in Compound,1750000.0,بالرحاب شقة 113م أرضي بحديقة خاصة بحري للب...
318,[],3,3,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,2150000.0,أقل من سعر السوق في التجمع الخامس بالنرجس ...
319,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",2,2,96.0,0,2,Madinaty,Madinaty,1350000.0,لعشاق الفيوهات الروعه
320,"['Covered Parking', 'Pets Allowed']",3,2,201.0,0,2,New Cairo - El Tagamoa,Not in Compound,2600000.0,شقة فاخرة للبيع 201م البنفسج فيلات 1 التجم...
321,"['Security', 'Elevator', 'Pets Allowed']",3,2,133.0,0,5,Madinaty,Not in Compound,1550000.0,شقه ١٣٣م للبيع بمدينتي
322,[],3,3,220.0,0,2,New Cairo - El Tagamoa,Not in Compound,2200000.0,شقه نص تشطيب للبيع المساحه 220 متر في التج...
323,[],2,1,100.0,0,3,Zawya al-Hamra,Not in Compound,180000.0,شقه للبيع شبرا الخيمة
324,"['Security', 'Covered Parking']",3,3,136.0,0,0,Rehab City,Not in Compound,2050000.0,للبيع بالرحاب 136+48 حديقة بجوار جميع الخد...
325,[],3,2,175.0,0,0,Obour City,Not in Compound,780000.0,شقه للبيع بالحي التاسع المتميز تطل على فيو...
326,[],2,2,100.0,0,1,Heliopolis,Not in Compound,1200000.0,Apartment in Ard El Golf شقة للبيع في ارض ...
327,"['Security', 'Covered Parking']",2,1,88.0,0,0,Rehab City,Not in Compound,1350000.0,للبيع بالرحاب سعر تجارى 88م+30 حديقة تشطيب...
328,[],3,1,120.0,0,2,Nasr City,Not in Compound,700000.0,شقه 120م
329,[],2,1,100.0,0,4,Ezbet El Nakhl,Not in Compound,320000.0,شقة للبيع في مساكن عثمان
330,[],3,1,140.0,0,8,Nasr City,Not in Compound,260000.0,شقة للبيع بشارع الزهور مدينة نصر
331,[],3,3,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,1800000.0,شقة 220م بالدفاع الوطني نص تشطيب بالتجمع ا...
332,"['Security', 'Elevator']",3,1,200.0,1,8,Ezbet El Nakhl,Not in Compound,2000000.0,شقه بشارع مصدق الرئيسي
333,['Security'],3,2,240.0,0,2,Maadi,Not in Compound,1650000.0,شقه الترا لوكس بالمعادى للبيع
334,[],3,2,160.0,0,1,Obour City,Not in Compound,1050000.0,شقه للبيع بالحي التاسع بجوار الحزام الأخضر...
335,"['Security', 'Elevator']",3,2,103.0,0,4,Madinaty,Not in Compound,1200000.0,شقة بيع طرفية على جاردن بالمطبخ في مدينتي ...
336,[],3,1,165.0,1,1,Nasr City,Not in Compound,850000.0,شقه في افضل مكان في الهضبه الوسطي
337,[],3,1,100.0,0,5,Salam City,Not in Compound,280000.0,أسامة عباس
338,[],3,2,155.0,0,2,Obour City,Not in Compound,780000.0,للبيع بالحي التاسع تاني نمره من الطريق الر...
339,[],2,2,120.0,0,1,Heliopolis,Not in Compound,1400000.0,Apartment For Sale in Ard El Golf شقة للبي...
340,"['Elevator', 'Maids Room', 'Pets Allowed']",4,2,220.0,0,0,New Nozha,Not in Compound,3000000.0,للبيع شقة لقطة ومخزن تجاري في النزهة بجوار...
341,"['Security', 'Pets Allowed']",1,1,150.0,0,5,New Cairo - El Tagamoa,Not in Compound,800000.0,رووف 150م بكمبوند الاشرفية سوبر لوكس بالتج...
